provider,country_code,country,asn,operator,observed_records_bucket,prefix_count,hosting_record_bucket,exit_record_bucket,avg_confidence,data_origin
Sentinel dVPN,GB,United Kingdom,5607,BSKYB-BROADBAND-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,GE,Georgia,16010,MAGTICOMAS Magticom,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,HK,Hong Kong,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,HK,Hong Kong,151407,HNSL-AS-AP Hytron Network Services Limited,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,HK,Hong Kong,154177,LIGHT4-AS-AP LIGHT NODE LIMITED,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,HK,Hong Kong,4760,HKTIMS-AP HKT Limited,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,HK,Hong Kong,7489,HOSTUS-GLOBAL-AS HostUS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,HK,Hong Kong,9269,HKBN-AS-AP Hong Kong Broadband Network Ltd.,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,ID,Indonesia,133800,IDNIC-BIZNETGIO-AS-ID PT Biznet Gio Nusantara,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,ID,Indonesia,140443,IDNIC-HERZA-AS-ID PT Herza Digital Indonesia,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,IL,Israel,44709,CLOUDWEBMANAGE-,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,IN,India,152565,JOYSVC-AS-IN JOY SERVICES,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,IS,Iceland,44925,THE-1984-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,IS,Iceland,50613,THORDC-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,IT,Italy,213791,XENIAHOSTING,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,IT,Italy,30722,VODAFONE-IT-ASN,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,JM,Jamaica,33576,DIG001,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,JO,Jordan,9038,BAT-AS9038,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,MY,Malaysia,137552,TTSB-AS-AP Terabix,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,MY,Malaysia,149440,EVOXTENTERPRISE-AS-AP Evoxt Enterprise,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,MY,Malaysia,154376,CLOUDVALLEY-AS-AP Cloudvalley Sdn. Bhd.,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,NL,Netherlands,210429,HIZAKURA-,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,NL,Netherlands,214668,AXUSHOST,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,NL,Netherlands,214970,STREADER,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,NL,Netherlands,33915,TNF-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,NL,Netherlands,57043,HOSTKEY-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,NL,Netherlands,57717,FBX-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,NZ,New Zealand,9790,TWO-DEGREES-AS-AP Two Degrees Networks Limited,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,PL,Poland,5617,TPNET,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,PT,Portugal,209874,TECHTIDE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,PT,Portugal,24768,ALMOUROLTEC,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,RO,Romania,39347,SELL-AS Orasul Navodari - Primaria Navodari,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,RO,Romania,8708,RCS-RDS 73-75 Dr. Staicovici,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,SC,Seychelles,213438,COLOCATEL-INC Colocatel Network - High Bandwidth Dedicated Servers,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,SE,Sweden,214640,HOSTUP HOSTUP,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,SE,Sweden,49770,INTERNETPORT-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,SE,Sweden,8434,TELENOR-SE Telenor Sverige AB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,TH,Thailand,9931,"CAT-AP The Communication Authoity of Thailand, CAT",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,TR,Türkiye,12735,ASTURKNET,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,TR,Türkiye,62425,KUZEYDC,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,UA,Ukraine,42655,BESTHOSTING-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,UA,Ukraine,48031,XSERVERCLOUD,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,14061,DIGITALOCEAN-ASN,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,14956,ROUTERHOSTING,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,174,COGENT-174,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,19318,IS-AS-1,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,214483,FIBERPOWER-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,36530,FUTURE-LAIN,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,44382,WHITELABEL,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,46844,SHARKTECH,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,63023,AS-GLOBALTELEHOST,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,701,UUNET,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,US,United States,7018,ATT-INTERNET4,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,VN,Vietnam,18403,FPT-AS-AP FPT Telecom Company,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,ZA,South Africa,328364,Host-Africa-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,ZA,South Africa,37153,xneelo,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
SlickVPN,AT,Austria,57169,EDIS-AS-EU,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SlickVPN,SG,Singapore,63949,AKAMAI-LINODE-AP Akamai Connected Cloud,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SlickVPN,US,United States,10297,ENET-2,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SlickVPN,US,United States,23470,RELIABLESITE,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SlickVPN,US,United States,33083,AXCELX-NET,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SlickVPN,US,United States,33387,NOCIX,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SlickVPN,US,United States,40156,THEOPT-HOU,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SlickVPN,US,United States,46261,QUICKPACKET,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SlickVPN,US,United States,6428,CDM,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SmartVPN,CH,Switzerland,29691,NINE,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SmartVPN,ES,Spain,39020,COMVIVE-AS Seville - Spain,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SmartVPN,FR,France,12876,Online SAS,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SmartVPN,IL,Israel,61102,INTERHOST,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SmartVPN,SE,Sweden,42708,GLESYS glesys.com,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SmartVPN,SI,Slovenia,48894,OPTIMUS-AS,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
Smartdnsproxy,AT,Austria,57169,EDIS-AS-EU,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,CA,Canada,32489,AMANAHA-NEW,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,DK,Denmark,30736,ASERGO-AS,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,GB,United Kingdom,20860,IOMART-AS,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,GB,United Kingdom,212238,CDNEXT,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,GR,Greece,47521,IPHOST .GR IpDomain,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,IT,Italy,49367,ASSEFLOW,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,NO,Norway,34989,SERVETHEWORLD-AS,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,PA,Panama,51852,PLI-AS,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,SE,Sweden,42708,GLESYS glesys.com,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,TR,Türkiye,49334,SH-COM-,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,US,United States,40676,AS40676 - Psychz Networks,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,US,United States,6364,ATLANTIC-NET-1,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
SotaVPN,LV,Latvia,42532,VEESP-LV-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
SotaVPN,NL,Netherlands,60404,LITESERVER,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
StrongVPN,FI,Finland,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,lt-50,1,lt-50,lt-50,80.0,VPN-Infrastructure-Atlas
StrongVPN,US,United States,396356,LATITUDE-SH,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
StrongVPN,US,United States,46562,PERFORMIVE,lt-50,1,lt-50,lt-50,80.0,VPN-Infrastructure-Atlas
Surfshark,AT,Austria,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,AU,Australia,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,BG,Bulgaria,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,BG,Bulgaria,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,BR,Brazil,203020,HOSTROYALE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,BR,Brazil,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,CA,Canada,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,CA,Canada,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,CH,Switzerland,25369,BANDWIDTH-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,CH,Switzerland,60068,CDN77 _,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,CZ,Czechia,60068,CDN77 _,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,CZ,Czechia,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,DE,Germany,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,DE,Germany,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,ES,Spain,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,FR,France,203020,HOSTROYALE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,FR,France,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,HK,Hong Kong,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,HK,Hong Kong,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,IE,Ireland,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,IE,Ireland,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,JP,Japan,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,JP,Japan,60068,CDN77 _,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,KR,South Korea,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,KR,South Korea,45382,EHOSTIDC-AS-KR Hostcenter,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,LK,Sri Lanka,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,MX,Mexico,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,MX,Mexico,396356,LATITUDE-SH,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,MY,Malaysia,209854,CYBERZONEHUB,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,MY,Malaysia,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,NL,Netherlands,25369,BANDWIDTH-AS,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,NL,Netherlands,9009,M247,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,PT,Portugal,203020,HOSTROYALE,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,PT,Portugal,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,RO,Romania,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,SG,Singapore,212238,CDNEXT,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,SG,Singapore,60068,CDN77 _,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,UK,United Kingdom,62240,CLOUVIDER Clouvider - Global ASN,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,US,United States,20278,NEXEON,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,US,United States,207990,HR-CUSTOMER,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
Surfshark,US,United States,36352,AS-COLOCROSSING,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
SwitchVPN,AT,Austria,57169,EDIS-AS-EU,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SwitchVPN,BE,Belgium,42160,LCPDCO LCP AS dc oostkamp,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SwitchVPN,CH,Switzerland,15547,NETPLUS,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SwitchVPN,CZ,Czechia,24806,"INTERNET-CZ Ktis 2, 384 03 Ktis",lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SwitchVPN,FR,France,16276,OVH,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SwitchVPN,GB,United Kingdom,42237,W1N,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SwitchVPN,IN,India,203020,HOSTROYALE,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SwitchVPN,KR,South Korea,45382,EHOSTIDC-AS-KR Hostcenter,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SwitchVPN,MY,Malaysia,55720,GIGABIT-MY Gigabit Hosting Sdn Bhd,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SwitchVPN,NO,Norway,50304,BLIX,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SwitchVPN,SG,Singapore,138199,TRANSATEL1-AS-AP Transatel,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SwitchVPN,US,United States,36352,AS-COLOCROSSING,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SwitchVPN,US,United States,53755,IOFLOOD,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SwitchVPN,US,United States,61317,ASDETUK www.heficed.com,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
SwitchVPN,US,United States,7979,SERVERS-COM,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
Trust.Zone,AL,Albania,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Trust.Zone,AU,Australia,133480,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Trust.Zone,IL,Israel,206446,CLOUDLEASE,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Trust.Zone,PL,Poland,197155,ARTNET,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Trust.Zone,SC,Seychelles,206264,AMARUTU-TECHNOLOGY,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Trust.Zone,TR,Türkiye,42926,RADORE,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Trust.Zone,UA,Ukraine,3236,SERVER server.ua,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Trust.Zone,UA,Ukraine,6698,VIRTUALSYSTEMS,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Trust.Zone,US,United States,14061,DIGITALOCEAN-ASN,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Trust.Zone,US,United States,50979,ITL-LV,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
Trust.Zone,US,United States,61317,ASDETUK www.heficed.com,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
TunnelBear,CA,Canada,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
TunnelBear,IT,Italy,49367,ASSEFLOW,lt-50,1,lt-50,lt-50,95.0,VPN-Infrastructure-Atlas
VPN Gate,EU,European Union,1257,TELE2,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,JP,Japan,17506,UCOM ARTERIA Networks Corporation,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,JP,Japan,17511,OPTAGE OPTAGE Inc.,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,JP,Japan,23778,"CANET IMIZU CABLE NETWORK CO.,LTD.",lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,JP,Japan,2497,IIJ Internet Initiative Japan Inc.,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,JP,Japan,9605,"DOCOMO NTT DOCOMO, INC.",lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,KR,South Korea,10066,GAYANET-AS-KR LG HelloVision Corp.,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,KR,South Korea,17583,KCNNET-AS-KR Keumgang Cable Network,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,KR,South Korea,17858,POWERVIS-AS-KR LG POWERCOMM,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,KR,South Korea,17864,SKB-TBROAD_HANVIT-AS-KR SK Broadband Co Ltd,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,KR,South Korea,23578,SKB-NAMDONGNET-AS-KR SK Broadband Co Ltd,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,KR,South Korea,38673,KCTVNET-AS-KR Korea Cable TV Kwangju Broadcasting,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,KR,South Korea,38680,CMBHK-AS-KR CMB,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,LA,Laos,131267,UNITEL-LA Star Telecom,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,RO,Romania,9009,M247,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,RU,Russia,12389,ROSTELECOM-AS PJSC Rostelecom. Technical Team,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,RU,Russia,41349,MVMTECH-AS,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,RU,Russia,8749,"REDCOM-AS Redcom, Khabarovsk, Russia",lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,TH,Thailand,23969,TOT-NET TOT Public Company Limited,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,UA,Ukraine,59478,IPSERVICE-AS,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,US,United States,11232,MIDCO-NET,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Gate,VN,Vietnam,7552,VIETEL-AS-AP Viettel Group,lt-50,1,lt-50,lt-50,78.0,VPN-Infrastructure-Atlas
VPN Jantit,BG,Bulgaria,59711,HZ-EU-AS,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,CN,China,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,EE,Estonia,42474,IL,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,EE,Estonia,62212,AS62212,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,FR,France,12876,Online SAS,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,GB,United Kingdom,207569,I-SERVERS-NORTH-EU to AS51765 announce AS207569,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,GB,United Kingdom,49683,MASSIVEGRID,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,HU,Hungary,56322,SERVERASTRA-AS,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,LU,Luxembourg,202422,GHOST,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,MD,Moldova,56380,AS-ITFRUIT,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,RO,Romania,41111,AS-GEOHOSTING,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,SG,Singapore,59364,VHOST-HOLDINGS-SG vHost Holdings Pte Ltd,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,TH,Thailand,9335,CAT-CLOUD-AP CAT Telecom Public Company Limited,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,TR,Türkiye,203576,INTERNETBILISIM,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,US,United States,21100,ITLDC-EU,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,US,United States,216475,NKTELECOM,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,US,United States,36352,AS-COLOCROSSING,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,US,United States,53667,PONYNET,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,US,United States,8254,ROUTE95,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,ZA,South Africa,328364,Host-Africa-AS,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Jantit,ZA,South Africa,329184,Host-Africa-AS2,lt-50,1,lt-50,lt-50,88.0,VPN-Infrastructure-Atlas
VPN Unlimited,UA,Ukraine,48031,XSERVERCLOUD,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,US,United States,174,COGENT-174,lt-50,1,lt-50,lt-50,70.0,VPN-Infrastructure-Atlas
